,gini,month,year,state,specialty
8,0.2577321360835104,21,2020,IL,Emergency Medicine
9,0.24539368305991227,22,2020,IL,Emergency Medicine
10,0.20868358740616444,23,2020,IL,Emergency Medicine
11,0.21341673530341065,24,2020,IL,Emergency Medicine
0,0.5776343732844699,13,2020,IL,Anesthesiology
1,0.575912385941288,14,2020,IL,Anesthesiology
2,0.5714622770773159,15,2020,IL,Anesthesiology
3,0.595572851272045,16,2020,IL,Anesthesiology
4,0.6210823388111248,17,2020,IL,Anesthesiology
5,0.6550295963711537,18,2020,IL,Anesthesiology
6,0.6377945943745544,19,2020,IL,Anesthesiology
7,0.6367472169126456,20,2020,IL,Anesthesiology
8,0.6155525843185554,21,2020,IL,Anesthesiology
9,0.6338082694311442,22,2020,IL,Anesthesiology
10,0.6181345576526178,23,2020,IL,Anesthesiology
11,0.6577525580553708,24,2020,IL,Anesthesiology
0,0.3714085247204031,13,2020,IL,Cardiology
1,0.4421836115773268,14,2020,IL,Cardiology
2,0.5452620520425966,15,2020,IL,Cardiology
3,0.561213533345579,16,2020,IL,Cardiology
4,0.539901168631594,17,2020,IL,Cardiology
5,0.3164433163340966,18,2020,IL,Cardiology
6,0.4571862799731716,19,2020,IL,Cardiology
7,0.5229859958211321,20,2020,IL,Cardiology
8,0.42026250339654436,21,2020,IL,Cardiology
9,0.404454930749943,22,2020,IL,Cardiology
10,0.5597382632137096,23,2020,IL,Cardiology
11,0.5039264765378506,24,2020,IL,Cardiology
0,0.308093903597196,25,2021,IL,All
1,0.3057621180764679,26,2021,IL,All
2,0.32265752002952763,27,2021,IL,All
3,0.3052441838034222,28,2021,IL,All
4,0.24966812150734197,29,2021,IL,All
5,0.2484140227125896,30,2021,IL,All
6,0.24117758184664795,31,2021,IL,All
7,0.2313445395750391,32,2021,IL,All
8,0.20817771867544133,33,2021,IL,All
9,0.2311579395350487,34,2021,IL,All
10,0.2319623099823639,35,2021,IL,All
11,0.23811173100116656,36,2021,IL,All
0,0.23522460361522213,25,2021,IL,Emergency Medicine
1,0.20352594883833675,26,2021,IL,Emergency Medicine
2,0.22558531792039538,27,2021,IL,Emergency Medicine
3,0.26353463281715106,28,2021,IL,Emergency Medicine
4,0.2446147630225568,29,2021,IL,Emergency Medicine
5,0.26450423493125985,30,2021,IL,Emergency Medicine
6,0.244980583134488,31,2021,IL,Emergency Medicine
7,0.29771233192263824,32,2021,IL,Emergency Medicine
8,0.3014006896520134,33,2021,IL,Emergency Medicine
9,0.284516392705918,34,2021,IL,Emergency Medicine
10,0.2707261904365088,35,2021,IL,Emergency Medicine
11,0.2640248837285464,36,2021,IL,Emergency Medicine
0,0.638972950548377,25,2021,IL,Anesthesiology
1,0.6244109411050085,26,2021,IL,Anesthesiology
2,0.6485247640653856,27,2021,IL,Anesthesiology
3,0.6497995739743626,28,2021,IL,Anesthesiology
4,0.6390450849804652,29,2021,IL,Anesthesiology
5,0.6690918192637977,30,2021,IL,Anesthesiology
6,0.6489944549400279,31,2021,IL,Anesthesiology
7,0.6817922647055925,32,2021,IL,Anesthesiology
8,0.21068054901730904,33,2021,IL,Anesthesiology
9,0.4475242901042875,34,2021,IL,Anesthesiology
10,0.3753688928068787,35,2021,IL,Anesthesiology
11,0.5207243963639615,36,2021,IL,Anesthesiology
0,0.5419866622120653,25,2021,IL,Cardiology
1,0.6326981387881316,26,2021,IL,Cardiology
2,0.4707792437198737,27,2021,IL,Cardiology
3,0.5333004322942041,28,2021,IL,Cardiology
4,0.5285307826387372,29,2021,IL,Cardiology
5,0.5049847998314791,30,2021,IL,Cardiology
6,0.4286931842225665,31,2021,IL,Cardiology
7,0.46892050463102386,32,2021,IL,Cardiology
8,0.5008299834807287,33,2021,IL,Cardiology
9,0.2606321077720539,34,2021,IL,Cardiology
10,0.4660702099072912,35,2021,IL,Cardiology
11,0.46248836413096195,36,2021,IL,Cardiology
0,0.23040002014179517,37,2022,IL,All
1,0.23024028624699588,38,2022,IL,All
2,0.21614417070016778,39,2022,IL,All
3,0.2420325797536116,40,2022,IL,All
4,0.22831950530467848,41,2022,IL,All
5,0.24354149155900606,42,2022,IL,All
6,0.2233984591200877,43,2022,IL,All
7,0.21972088561274417,44,2022,IL,All
8,0.23738319212309045,45,2022,IL,All
9,0.24075725179410223,46,2022,IL,All
10,0.22922939567934952,47,2022,IL,All
11,0.24057392365689756,48,2022,IL,All
0,0.27665478492224616,37,2022,IL,Emergency Medicine
1,0.19174276611646723,38,2022,IL,Emergency Medicine
2,0.2609944686115552,39,2022,IL,Emergency Medicine
3,0.2893280338670322,40,2022,IL,Emergency Medicine
4,0.22957621551438057,41,2022,IL,Emergency Medicine
5,0.2945444606894465,42,2022,IL,Emergency Medicine
6,0.24577154414909663,43,2022,IL,Emergency Medicine
7,0.28746019518150945,44,2022,IL,Emergency Medicine
8,0.2631743867864489,45,2022,IL,Emergency Medicine
9,0.28498383189625165,46,2022,IL,Emergency Medicine
10,0.28446174966506343,47,2022,IL,Emergency Medicine
11,0.22450405815774466,48,2022,IL,Emergency Medicine
0,0.4957539165767886,37,2022,IL,Anesthesiology
1,0.15659325495519405,38,2022,IL,Anesthesiology
2,0.30561621659157956,39,2022,IL,Anesthesiology
3,0.32075428416887664,40,2022,IL,Anesthesiology
4,0.40870260584229623,41,2022,IL,Anesthesiology
5,0.4555512080795785,42,2022,IL,Anesthesiology
6,0.4670019814350689,43,2022,IL,Anesthesiology
7,0.33799533372445023,44,2022,IL,Anesthesiology
8,0.2288436026013556,45,2022,IL,Anesthesiology
9,0.39310488476831806,46,2022,IL,Anesthesiology
10,0.29041068078024024,47,2022,IL,Anesthesiology
11,0.3860943983841464,48,2022,IL,Anesthesiology
0,0.3939076536222845,37,2022,IL,Cardiology
1,0.5515858712117455,38,2022,IL,Cardiology
2,0.4012169239043273,39,2022,IL,Cardiology
3,0.3742477226898805,40,2022,IL,Cardiology
4,0.5460944457946348,41,2022,IL,Cardiology
5,0.4632501907821007,42,2022,IL,Cardiology
6,0.5969558734703451,43,2022,IL,Cardiology
7,0.5007611318818714,44,2022,IL,Cardiology
8,0.6187235976653657,45,2022,IL,Cardiology
9,0.5625194526404951,46,2022,IL,Cardiology
10,0.38845565844630814,47,2022,IL,Cardiology
11,0.5818968174129027,48,2022,IL,Cardiology
0,0.45566348951704905,-23,2017,IN,All
1,0.4490816472666933,-22,2017,IN,All
2,0.4556550921246595,-21,2017,IN,All
3,0.4624360329564918,-20,2017,IN,All
4,0.4423225510998625,-19,2017,IN,All
5,0.4586024623010585,-18,2017,IN,All
6,0.43380974377074155,-17,2017,IN,All
7,0.4512505643564544,-16,2017,IN,All
8,0.4390775520752993,-15,2017,IN,All
9,0.44125525640214636,-14,2017,IN,All
10,0.45355358365752196,-13,2017,IN,All
11,0.4531919172501039,-12,2017,IN,All
0,0.32624846203417157,-23,2017,IN,Emergency Medicine
1,0.3423734718683965,-22,2017,IN,Emergency Medicine
2,0.37829712294747453,-21,2017,IN,Emergency Medicine
3,0.3624741579557377,-20,2017,IN,Emergency Medicine
4,0.38631482940896444,-19,2017,IN,Emergency Medicine
5,0.4385761113769313,-18,2017,IN,Emergency Medicine
6,0.3907179597970709,-17,2017,IN,Emergency Medicine
7,0.3960289292075916,-16,2017,IN,Emergency Medicine
8,0.3369277924631362,-15,2017,IN,Emergency Medicine
9,0.35313320924114544,-14,2017,IN,Emergency Medicine
10,0.37257244912709986,-13,2017,IN,Emergency Medicine
11,0.3660654601603114,-12,2017,IN,Emergency Medicine
0,0.3764734228737421,-23,2017,IN,Anesthesiology
1,0.4302418124146631,-22,2017,IN,Anesthesiology
2,0.3874423666629412,-21,2017,IN,Anesthesiology
3,0.4182313077144586,-20,2017,IN,Anesthesiology
4,0.4032586618778893,-19,2017,IN,Anesthesiology
5,0.45433000592797634,-18,2017,IN,Anesthesiology
6,0.35477944625561997,-17,2017,IN,Anesthesiology
7,0.3165208575692151,-16,2017,IN,Anesthesiology
8,0.474129494268388,-15,2017,IN,Anesthesiology
9,0.3060228536869454,-14,2017,IN,Anesthesiology
10,0.311124783743286,-13,2017,IN,Anesthesiology
11,0.4272260083605144,-12,2017,IN,Anesthesiology
0,0.24311487855335912,-23,2017,IN,Cardiology
1,0.3688406180548387,-22,2017,IN,Cardiology
2,0.5154734077078991,-21,2017,IN,Cardiology
3,0.5116420155194379,-20,2017,IN,Cardiology
4,0.4927523096505301,-19,2017,IN,Cardiology
5,0.3418432810553613,-18,2017,IN,Cardiology
6,0.45102426224413594,-17,2017,IN,Cardiology
7,0.5134887667607624,-16,2017,IN,Cardiology
8,0.34345048128373434,-15,2017,IN,Cardiology
9,0.5341579947071101,-14,2017,IN,Cardiology
10,0.5543533219105504,-13,2017,IN,Cardiology
11,0.513473679798983,-12,2017,IN,Cardiology
0,0.45650176221816874,-11,2018,IN,All
1,0.4520236937026666,-10,2018,IN,All
2,0.46098913428979915,-9,2018,IN,All
3,0.4627288060382032,-8,2018,IN,All
4,0.44133688398132254,-7,2018,IN,All
5,0.445021266771889,-6,2018,IN,All
6,0.4517649697550601,-5,2018,IN,All
7,0.44758987746017587,-4,2018,IN,All
8,0.4449683094004727,-3,2018,IN,All
9,0.4369706108321718,-2,2018,IN,All
10,0.45690148718542023,-1,2018,IN,All
11,0.4616053278105475,0,2018,IN,All
0,0.33457160047327894,-11,2018,IN,Emergency Medicine
1,0.32523193032015296,-10,2018,IN,Emergency Medicine
2,0.347119134636777,-9,2018,IN,Emergency Medicine
3,0.37516117310297636,-8,2018,IN,Emergency Medicine
4,0.3891223653912357,-7,2018,IN,Emergency Medicine
5,0.3190929247226585,-6,2018,IN,Emergency Medicine
6,0.3601060846352443,-5,2018,IN,Emergency Medicine
7,0.43664363158231,-4,2018,IN,Emergency Medicine
8,0.39240652920212005,-3,2018,IN,Emergency Medicine
9,0.39916670334769855,-2,2018,IN,Emergency Medicine
10,0.44719651953465256,-1,2018,IN,Emergency Medicine
11,0.38288113361495735,0,2018,IN,Emergency Medicine
0,0.30022434976014734,-11,2018,IN,Anesthesiology
1,0.3408666211832875,-10,2018,IN,Anesthesiology
2,0.3642868286824724,-9,2018,IN,Anesthesiology
3,0.37691608876113136,-8,2018,IN,Anesthesiology
4,0.32869077564261207,-7,2018,IN,Anesthesiology
5,0.32781691725566553,-6,2018,IN,Anesthesiology
6,0.35579507226913953,-5,2018,IN,Anesthesiology
7,0.46061642383183266,-4,2018,IN,Anesthesiology
8,0.4562026840716418,-3,2018,IN,Anesthesiology
9,0.3580954734732896,-2,2018,IN,Anesthesiology
10,0.33174332547428964,-1,2018,IN,Anesthesiology
11,0.3119938081270227,0,2018,IN,Anesthesiology
0,0.4589807514184623,-11,2018,IN,Cardiology
1,0.5140129858774252,-10,2018,IN,Cardiology
2,0.5763754974143133,-9,2018,IN,Cardiology
3,0.5468304473372609,-8,2018,IN,Cardiology
4,0.4945799645470136,-7,2018,IN,Cardiology
5,0.5399144390105475,-6,2018,IN,Cardiology
6,0.5361358577649824,-5,2018,IN,Cardiology
7,0.5262037515535738,-4,2018,IN,Cardiology
8,0.544231069732459,-3,2018,IN,Cardiology
9,0.4358439602831432,-2,2018,IN,Cardiology
10,0.570402050443592,-1,2018,IN,Cardiology
11,0.5195695817610865,0,2018,IN,Cardiology
0,0.462904311890869,1,2019,IN,All
1,0.4492977912165299,2,2019,IN,All
2,0.4538165819353095,3,2019,IN,All
3,0.4517610786903734,4,2019,IN,All
4,0.44885982765406895,5,2019,IN,All
5,0.4549679188308028,6,2019,IN,All
6,0.444091993337153,7,2019,IN,All
7,0.45071638679937576,8,2019,IN,All
8,0.4373651007187066,9,2019,IN,All
9,0.44980313552756945,10,2019,IN,All
10,0.454129677434443,11,2019,IN,All
11,0.4643007171689446,12,2019,IN,All
0,0.40945906584637015,1,2019,IN,Emergency Medicine
1,0.39056550936418477,2,2019,IN,Emergency Medicine
2,0.41496012844017793,3,2019,IN,Emergency Medicine
3,0.3395334524005289,4,2019,IN,Emergency Medicine
4,0.41989902094039633,5,2019,IN,Emergency Medicine
5,0.42467637645743095,6,2019,IN,Emergency Medicine
6,0.36684767764740567,7,2019,IN,Emergency Medicine
7,0.3609862343698501,8,2019,IN,Emergency Medicine
8,0.3900568653726596,9,2019,IN,Emergency Medicine
9,0.37498087075504827,10,2019,IN,Emergency Medicine
10,0.3579894196622515,11,2019,IN,Emergency Medicine
11,0.4119474128287285,12,2019,IN,Emergency Medicine
0,0.3593831104074058,1,2019,IN,Anesthesiology
1,0.40691041917567794,2,2019,IN,Anesthesiology
2,0.3677659884257021,3,2019,IN,Anesthesiology
3,0.38579266260783407,4,2019,IN,Anesthesiology
4,0.38479516441437733,5,2019,IN,Anesthesiology
5,0.4318213013597604,6,2019,IN,Anesthesiology
6,0.42255126663611564,7,2019,IN,Anesthesiology
7,0.41866607381966336,8,2019,IN,Anesthesiology
8,0.4345749970698013,9,2019,IN,Anesthesiology
9,0.4678936547213205,10,2019,IN,Anesthesiology
10,0.4495689427836337,11,2019,IN,Anesthesiology
11,0.3731376916575526,12,2019,IN,Anesthesiology
0,0.5387934457561947,1,2019,IN,Cardiology
1,0.5580614153809873,2,2019,IN,Cardiology
2,0.524199015160109,3,2019,IN,Cardiology
3,0.5568156246583613,4,2019,IN,Cardiology
4,0.5291413352268832,5,2019,IN,Cardiology
5,0.4398483093648691,6,2019,IN,Cardiology
6,0.5759123779070899,7,2019,IN,Cardiology
7,0.4097819579772962,8,2019,IN,Cardiology
8,0.5374713902555092,9,2019,IN,Cardiology
9,0.44929508036704124,10,2019,IN,Cardiology
10,0.388452719297947,11,2019,IN,Cardiology
11,0.35105584736105333,12,2019,IN,Cardiology
0,0.49029086303719627,13,2020,IN,All
1,0.5034754347002999,14,2020,IN,All
2,0.5061601829934322,15,2020,IN,All
3,0.506882687092284,16,2020,IN,All
4,0.5313714209856639,17,2020,IN,All
5,0.5266095041784834,18,2020,IN,All
6,0.4993072162939385,19,2020,IN,All
7,0.5055844962585474,20,2020,IN,All
8,0.5068669374811818,21,2020,IN,All
9,0.5070402763846291,22,2020,IN,All
10,0.5145387651058296,23,2020,IN,All
11,0.5203636058945335,24,2020,IN,All
0,0.4329978017630727,13,2020,IN,Emergency Medicine
1,0.45018353106469167,14,2020,IN,Emergency Medicine
2,0.4515963622069816,15,2020,IN,Emergency Medicine
3,0.4459913696069111,16,2020,IN,Emergency Medicine
4,0.45744348347293906,17,2020,IN,Emergency Medicine
5,0.46396544646991844,18,2020,IN,Emergency Medicine
6,0.4761148189913551,19,2020,IN,Emergency Medicine
7,0.506602743478703,20,2020,IN,Emergency Medicine
8,0.4780638229756651,21,2020,IN,Emergency Medicine
9,0.45966949294555004,22,2020,IN,Emergency Medicine
10,0.5241995166654331,23,2020,IN,Emergency Medicine
11,0.46765262107518746,24,2020,IN,Emergency Medicine
0,0.4007633665775666,13,2020,IN,Anesthesiology
1,0.41925311506082663,14,2020,IN,Anesthesiology
2,0.44434771368916404,15,2020,IN,Anesthesiology
3,0.43652272882939636,16,2020,IN,Anesthesiology
4,0.5175165403652362,17,2020,IN,Anesthesiology
5,0.46091619142219187,18,2020,IN,Anesthesiology
6,0.4127939172819767,19,2020,IN,Anesthesiology
7,0.4642748816582878,20,2020,IN,Anesthesiology
8,0.5307301714660793,21,2020,IN,Anesthesiology
9,0.5572544450940262,22,2020,IN,Anesthesiology
10,0.47780604006602345,23,2020,IN,Anesthesiology
11,0.4611966202029476,24,2020,IN,Anesthesiology
0,0.5756192278448807,13,2020,IN,Cardiology
1,0.5837046915146509,14,2020,IN,Cardiology
2,0.5614750095655029,15,2020,IN,Cardiology
3,0.3702465911814452,16,2020,IN,Cardiology
4,0.517371714801523,17,2020,IN,Cardiology
5,0.6074433199031655,18,2020,IN,Cardiology
6,0.5686689451564277,19,2020,IN,Cardiology
7,0.6303182257161468,20,2020,IN,Cardiology
8,0.537720434426164,21,2020,IN,Cardiology
9,0.48303140586947757,22,2020,IN,Cardiology
10,0.6866987028358922,23,2020,IN,Cardiology
11,0.4685340543547212,24,2020,IN,Cardiology
0,0.5233077295961596,25,2021,IN,All
1,0.5222268548138589,26,2021,IN,All
2,0.5183284384113734,27,2021,IN,All
3,0.5095100364476545,28,2021,IN,All
4,0.5153867632448687,29,2021,IN,All
5,0.5141889013212507,30,2021,IN,All
6,0.5043185630799654,31,2021,IN,All
7,0.5072882740948049,32,2021,IN,All
8,0.5152596705850666,33,2021,IN,All
9,0.5090384289990808,34,2021,IN,All
10,0.5186634921775124,35,2021,IN,All
11,0.5261229658432597,36,2021,IN,All
0,0.47731755136105947,25,2021,IN,Emergency Medicine
1,0.5054605814089627,26,2021,IN,Emergency Medicine
2,0.49555275321739334,27,2021,IN,Emergency Medicine
3,0.42264993680046625,28,2021,IN,Emergency Medicine
4,0.5264763423772292,29,2021,IN,Emergency Medicine
5,0.5076551062519459,30,2021,IN,Emergency Medicine
6,0.47214377680620356,31,2021,IN,Emergency Medicine
7,0.49693239254559585,32,2021,IN,Emergency Medicine
8,0.5415921185919983,33,2021,IN,Emergency Medicine
9,0.4272082577209868,34,2021,IN,Emergency Medicine
10,0.46721831036812345,35,2021,IN,Emergency Medicine
11,0.5166007441656747,36,2021,IN,Emergency Medicine
0,0.3623934760928099,25,2021,IN,Anesthesiology
1,0.552970735064834,26,2021,IN,Anesthesiology
2,0.4707087900056921,27,2021,IN,Anesthesiology
3,0.4603086925267508,28,2021,IN,Anesthesiology
4,0.4977828180989705,29,2021,IN,Anesthesiology
5,0.4825543196616532,30,2021,IN,Anesthesiology
6,0.5105859983269123,31,2021,IN,Anesthesiology
7,0.5214613924692146,32,2021,IN,Anesthesiology
8,0.4778809504354983,33,2021,IN,Anesthesiology
9,0.5106363879860796,34,2021,IN,Anesthesiology
10,0.5234436599183168,35,2021,IN,Anesthesiology
11,0.4134114733506823,36,2021,IN,Anesthesiology
0,0.5500858956256672,25,2021,IN,Cardiology
1,0.4584296397496579,26,2021,IN,Cardiology
2,0.4720348696714667,27,2021,IN,Cardiology
3,0.3716115314431563,28,2021,IN,Cardiology
4,0.5294069829096306,29,2021,IN,Cardiology
5,0.5384948327255913,30,2021,IN,Cardiology
6,0.534459268022518,31,2021,IN,Cardiology
7,0.6420454540356136,32,2021,IN,Cardiology
8,0.5535037946092571,33,2021,IN,Cardiology
9,0.49431287330795404,34,2021,IN,Cardiology
10,0.35068273809842165,35,2021,IN,Cardiology
11,0.5556989833560945,36,2021,IN,Cardiology
0,0.5266988366520723,37,2022,IN,All
1,0.5311208169736428,38,2022,IN,All
2,0.5328145000803246,39,2022,IN,All
3,0.5345523856114021,40,2022,IN,All
4,0.5354624046027376,41,2022,IN,All
5,0.5350936796651308,42,2022,IN,All
6,0.5254727663566864,43,2022,IN,All
7,0.5308837284177553,44,2022,IN,All
8,0.5415656461761703,45,2022,IN,All
9,0.5457485821683468,46,2022,IN,All
10,0.5411680216143263,47,2022,IN,All
11,0.5329606298880196,48,2022,IN,All
0,0.4418169118394901,37,2022,IN,Emergency Medicine
1,0.43382669064476165,38,2022,IN,Emergency Medicine
2,0.4953234512099899,39,2022,IN,Emergency Medicine
3,0.4495490615144552,40,2022,IN,Emergency Medicine
4,0.4206420882910207,41,2022,IN,Emergency Medicine
5,0.5164553514089772,42,2022,IN,Emergency Medicine
6,0.4815579330038844,43,2022,IN,Emergency Medicine
7,0.4881639897992037,44,2022,IN,Emergency Medicine
8,0.5143027003638418,45,2022,IN,Emergency Medicine
9,0.39503232322176385,46,2022,IN,Emergency Medicine
10,0.5337321252518004,47,2022,IN,Emergency Medicine
11,0.5791483804714171,48,2022,IN,Emergency Medicine
0,0.6060554830723661,37,2022,IN,Anesthesiology
1,0.47574368262037536,38,2022,IN,Anesthesiology
2,0.5172757686493943,39,2022,IN,Anesthesiology
3,0.43575706305607564,40,2022,IN,Anesthesiology
4,0.5712254474074728,41,2022,IN,Anesthesiology
5,0.45046393725763545,42,2022,IN,Anesthesiology
6,0.37873525480542247,43,2022,IN,Anesthesiology
7,0.49559466675044406,44,2022,IN,Anesthesiology
8,0.5926516735390289,45,2022,IN,Anesthesiology
9,0.5117927063267776,46,2022,IN,Anesthesiology
10,0.5458078060244149,47,2022,IN,Anesthesiology
11,0.4970117475337764,48,2022,IN,Anesthesiology
0,0.6788834368722294,37,2022,IN,Cardiology
1,0.5561123560325364,38,2022,IN,Cardiology
2,0.54322529233928,39,2022,IN,Cardiology
3,0.5438165117006136,40,2022,IN,Cardiology
4,0.5785223647688094,41,2022,IN,Cardiology
5,0.6343615997745673,42,2022,IN,Cardiology
6,0.10499125212592997,43,2022,IN,Cardiology
7,0.39571755306413836,44,2022,IN,Cardiology
8,0.5813353182407759,45,2022,IN,Cardiology
9,0.25909178122645904,46,2022,IN,Cardiology
10,0.137197371288571,47,2022,IN,Cardiology
11,0.5366292164696589,48,2022,IN,Cardiology
0,0.3169376127715744,-23,2017,KS,All
1,0.29245070402359996,-22,2017,KS,All
2,0.29381066094546127,-21,2017,KS,All
3,0.31871517087579515,-20,2017,KS,All
4,0.34073631519438274,-19,2017,KS,All
5,0.359749466467464,-18,2017,KS,All
6,0.3365111212094347,-17,2017,KS,All
7,0.28474258609243974,-16,2017,KS,All
8,0.3385979980164039,-15,2017,KS,All
9,0.2999665530811493,-14,2017,KS,All
10,0.33551901227149794,-13,2017,KS,All
11,0.3369248564112639,-12,2017,KS,All
0,0.156829151030078,-23,2017,KS,Emergency Medicine
1,0.10090784370612838,-22,2017,KS,Emergency Medicine
2,0.11152175638229123,-21,2017,KS,Emergency Medicine
3,0.27906891450442173,-20,2017,KS,Emergency Medicine
4,0.1345891228660847,-19,2017,KS,Emergency Medicine
5,0.2125047256999394,-18,2017,KS,Emergency Medicine
6,0.13939366051823265,-17,2017,KS,Emergency Medicine
7,0.13099447264002495,-16,2017,KS,Emergency Medicine
8,0.09407058448681216,-15,2017,KS,Emergency Medicine
9,0.0917202082495513,-14,2017,KS,Emergency Medicine
10,0.12018753951724015,-13,2017,KS,Emergency Medicine
11,0.16665650626003503,-12,2017,KS,Emergency Medicine
0,0.27068971047400714,-23,2017,KS,Anesthesiology
1,0.4095314692235128,-22,2017,KS,Anesthesiology
2,0.30509553331346306,-21,2017,KS,Anesthesiology
3,0.30480743824010625,-20,2017,KS,Anesthesiology
4,0.4193427580988165,-19,2017,KS,Anesthesiology
5,0.3829465290872467,-18,2017,KS,Anesthesiology
6,0.48897097231289344,-17,2017,KS,Anesthesiology
7,0.4168873012351314,-16,2017,KS,Anesthesiology
8,0.35434962394313807,-15,2017,KS,Anesthesiology
9,0.3531539307829894,-14,2017,KS,Anesthesiology
10,0.4171944366275122,-13,2017,KS,Anesthesiology
11,0.3345708828717887,-12,2017,KS,Anesthesiology
0,0.5853949019979197,-23,2017,KS,Cardiology
1,0.5167820150626256,-22,2017,KS,Cardiology
2,0.5750578664011852,-21,2017,KS,Cardiology
3,0.5089468555394288,-20,2017,KS,Cardiology
4,0.5786629409322966,-19,2017,KS,Cardiology
5,0.6105584793661238,-18,2017,KS,Cardiology
6,0.49922825496371526,-17,2017,KS,Cardiology
7,0.5757139782131491,-16,2017,KS,Cardiology
8,0.623275675873664,-15,2017,KS,Cardiology
9,0.5555329473279345,-14,2017,KS,Cardiology
10,0.5858578410969572,-13,2017,KS,Cardiology
11,0.3998868641250478,-12,2017,KS,Cardiology
0,0.2969653005912256,-11,2018,KS,All
1,0.29373962753658334,-10,2018,KS,All
2,0.33438873681527104,-9,2018,KS,All
3,0.32849203850658637,-8,2018,KS,All
4,0.35132596866437626,-7,2018,KS,All
5,0.34720736336375335,-6,2018,KS,All
6,0.3225550885034426,-5,2018,KS,All
7,0.29336769433466237,-4,2018,KS,All
8,0.34444078033311587,-3,2018,KS,All
9,0.3262097460657991,-2,2018,KS,All
10,0.35772086682878856,-1,2018,KS,All
11,0.3467874337001803,0,2018,KS,All
0,0.09695401088127042,-11,2018,KS,Emergency Medicine
1,0.13434983456773686,-10,2018,KS,Emergency Medicine
2,0.14439201790253253,-9,2018,KS,Emergency Medicine
3,0.15780016147869735,-8,2018,KS,Emergency Medicine
4,0.20004046945116527,-7,2018,KS,Emergency Medicine
5,0.19866707947526563,-6,2018,KS,Emergency Medicine
6,0.18980785148097734,-5,2018,KS,Emergency Medicine
7,0.09368393865293134,-4,2018,KS,Emergency Medicine
8,0.14178429855805152,-3,2018,KS,Emergency Medicine
9,0.09288042171254851,-2,2018,KS,Emergency Medicine
10,0.18732852383432685,-1,2018,KS,Emergency Medicine
11,0.2001476833655873,0,2018,KS,Emergency Medicine
0,0.3150308125764326,-11,2018,KS,Anesthesiology
1,0.424574206782522,-10,2018,KS,Anesthesiology
2,0.3629840610504098,-9,2018,KS,Anesthesiology
3,0.3482318718438262,-8,2018,KS,Anesthesiology
4,0.3984111448421661,-7,2018,KS,Anesthesiology
5,0.3909907342188377,-6,2018,KS,Anesthesiology
6,0.42861099692070437,-5,2018,KS,Anesthesiology
7,0.31746640942787474,-4,2018,KS,Anesthesiology
8,0.3480775860999915,-3,2018,KS,Anesthesiology
9,0.4007019357695174,-2,2018,KS,Anesthesiology
10,0.39091377715623477,-1,2018,KS,Anesthesiology
11,0.39262458128017386,0,2018,KS,Anesthesiology
0,0.6047860074629385,-11,2018,KS,Cardiology
1,0.5167061158802376,-10,2018,KS,Cardiology
2,0.5019150785995843,-9,2018,KS,Cardiology
3,0.525402140885117,-8,2018,KS,Cardiology
4,0.5443824336824794,-7,2018,KS,Cardiology
5,0.59351319854733,-6,2018,KS,Cardiology
6,0.5350754450541486,-5,2018,KS,Cardiology
7,0.5555654106753786,-4,2018,KS,Cardiology
8,0.5070487847732985,-3,2018,KS,Cardiology
9,0.5242157942257804,-2,2018,KS,Cardiology
10,0.43858718826417864,-1,2018,KS,Cardiology
11,0.4537719664172781,0,2018,KS,Cardiology
0,0.3303587631865115,1,2019,KS,All
1,0.31201560429658826,2,2019,KS,All
2,0.3459001618299762,3,2019,KS,All
3,0.31348475037267187,4,2019,KS,All
4,0.3402016994097783,5,2019,KS,All
5,0.36692871882422695,6,2019,KS,All
6,0.33850801359280824,7,2019,KS,All
7,0.326550324752805,8,2019,KS,All
8,0.35717676828678946,9,2019,KS,All
9,0.32585346331320697,10,2019,KS,All
10,0.33791913084198333,11,2019,KS,All
11,0.3772892646299314,12,2019,KS,All
0,0.10132302121535552,1,2019,KS,Emergency Medicine
1,0.20498955617280445,2,2019,KS,Emergency Medicine
2,0.25316070204148244,3,2019,KS,Emergency Medicine
3,0.1289531891891602,4,2019,KS,Emergency Medicine
4,0.17667815949958765,5,2019,KS,Emergency Medicine
5,0.22117574508532012,6,2019,KS,Emergency Medicine
6,0.24598211840917683,7,2019,KS,Emergency Medicine
7,0.22654422262301877,8,2019,KS,Emergency Medicine
8,0.15995095216365407,9,2019,KS,Emergency Medicine
9,0.2501362946103477,10,2019,KS,Emergency Medicine
10,0.2274694999466026,11,2019,KS,Emergency Medicine
11,0.25647299989799044,12,2019,KS,Emergency Medicine
0,0.39876641123542567,1,2019,KS,Anesthesiology
1,0.3870503636927094,2,2019,KS,Anesthesiology
2,0.3023166629688806,3,2019,KS,Anesthesiology
3,0.3418695431543408,4,2019,KS,Anesthesiology
4,0.4705507519807097,5,2019,KS,Anesthesiology
5,0.41832391745893516,6,2019,KS,Anesthesiology
6,0.42268389229334624,7,2019,KS,Anesthesiology
7,0.3864507918137783,8,2019,KS,Anesthesiology
8,0.39269380967169243,9,2019,KS,Anesthesiology
9,0.40811043652110546,10,2019,KS,Anesthesiology
10,0.38020211350076827,11,2019,KS,Anesthesiology
11,0.30198219868208,12,2019,KS,Anesthesiology
0,0.5344289021033305,1,2019,KS,Cardiology
1,0.5255429810323271,2,2019,KS,Cardiology
