State,Year,Month,TelehealthType,ServiceType,ServiceCount,RatePer1000Beneficiaries,DataQuality
District of Columbia,2019,201901,Store and forward,All,0.00,DS,
District of Columbia,2019,201902,Live audio/video,All,655.00,2.5,
District of Columbia,2019,201902,Other telehealth,All,0.00,0,
District of Columbia,2019,201902,Remote patient monitoring,All,0.00,0,
District of Columbia,2019,201902,Store and forward,All,0.00,DS,
District of Columbia,2019,201903,Live audio/video,All,839.00,3.2,
District of Columbia,2019,201903,Other telehealth,All,0.00,0,
District of Columbia,2019,201903,Remote patient monitoring,All,0.00,0,
District of Columbia,2019,201903,Store and forward,All,0.00,DS,
District of Columbia,2019,201904,Live audio/video,All,1023.00,3.8,
District of Columbia,2019,201904,Other telehealth,All,0.00,0,
District of Columbia,2019,201904,Remote patient monitoring,All,0.00,0,
District of Columbia,2019,201904,Store and forward,All,12.00,0,
District of Columbia,2019,201905,Live audio/video,All,1131.00,4.3,
District of Columbia,2019,201905,Other telehealth,All,0.00,0,
District of Columbia,2019,201905,Remote patient monitoring,All,0.00,0,
District of Columbia,2019,201905,Store and forward,All,0.00,DS,
District of Columbia,2019,201906,Live audio/video,All,1093.00,4.1,
District of Columbia,2019,201906,Other telehealth,All,0.00,0,
District of Columbia,2019,201906,Remote patient monitoring,All,0.00,0,
District of Columbia,2019,201906,Store and forward,All,0.00,DS,
District of Columbia,2019,201907,Live audio/video,All,1211.00,4.5,
District of Columbia,2019,201907,Other telehealth,All,0.00,DS,
District of Columbia,2019,201907,Remote patient monitoring,All,0.00,0,
District of Columbia,2019,201907,Store and forward,All,0.00,DS,
District of Columbia,2019,201908,Live audio/video,All,1304.00,4.9,
District of Columbia,2019,201908,Other telehealth,All,0.00,0,
District of Columbia,2019,201908,Remote patient monitoring,All,0.00,DS,
District of Columbia,2019,201908,Store and forward,All,0.00,DS,
District of Columbia,2019,201909,Live audio/video,All,1301.00,4.9,
District of Columbia,2019,201909,Other telehealth,All,0.00,0,
District of Columbia,2019,201909,Remote patient monitoring,All,0.00,DS,
District of Columbia,2019,201909,Store and forward,All,0.00,DS,
District of Columbia,2019,201910,Live audio/video,All,1569.00,5.9,
District of Columbia,2019,201910,Other telehealth,All,0.00,0,
District of Columbia,2019,201910,Remote patient monitoring,All,0.00,DS,
District of Columbia,2019,201910,Store and forward,All,0.00,DS,
District of Columbia,2019,201911,Live audio/video,All,1334.00,5,
District of Columbia,2019,201911,Other telehealth,All,0.00,0,
District of Columbia,2019,201911,Remote patient monitoring,All,0.00,DS,
District of Columbia,2019,201911,Store and forward,All,0.00,DS,
District of Columbia,2019,201912,Live audio/video,All,1455.00,5.5,
District of Columbia,2019,201912,Other telehealth,All,0.00,0,
District of Columbia,2019,201912,Remote patient monitoring,All,0.00,DS,
District of Columbia,2019,201912,Store and forward,All,0.00,DS,
District of Columbia,2020,202001,Live audio/video,All,1670.00,6.3,
District of Columbia,2020,202001,Other telehealth,All,0.00,0,
District of Columbia,2020,202001,Remote patient monitoring,All,0.00,DS,
District of Columbia,2020,202001,Store and forward,All,0.00,DS,
District of Columbia,2020,202002,Live audio/video,All,1561.00,6.1,
District of Columbia,2020,202002,Other telehealth,All,0.00,DS,
District of Columbia,2020,202002,Remote patient monitoring,All,0.00,0,
District of Columbia,2020,202002,Store and forward,All,0.00,DS,
District of Columbia,2020,202003,Live audio/video,All,23849.00,93.2,
District of Columbia,2020,202003,Other telehealth,All,0.00,DS,
District of Columbia,2020,202003,Remote patient monitoring,All,0.00,DS,
District of Columbia,2020,202003,Store and forward,All,23.00,0,
District of Columbia,2020,202004,Live audio/video,All,100641.00,388.6,
District of Columbia,2020,202004,Other telehealth,All,0.00,DS,
District of Columbia,2020,202004,Remote patient monitoring,All,24.00,0,
District of Columbia,2020,202004,Store and forward,All,50.00,0,
District of Columbia,2020,202005,Live audio/video,All,104767.00,401.3,
District of Columbia,2020,202005,Other telehealth,All,0.00,DS,
District of Columbia,2020,202005,Remote patient monitoring,All,0.00,DS,
District of Columbia,2020,202005,Store and forward,All,14.00,0,
District of Columbia,2020,202006,Live audio/video,All,102560.00,389.3,
District of Columbia,2020,202006,Other telehealth,All,0.00,0,
District of Columbia,2020,202006,Remote patient monitoring,All,0.00,DS,
District of Columbia,2020,202006,Store and forward,All,0.00,DS,
District of Columbia,2020,202007,Live audio/video,All,100299.00,377.6,
District of Columbia,2020,202007,Other telehealth,All,0.00,0,
District of Columbia,2020,202007,Remote patient monitoring,All,0.00,DS,
District of Columbia,2020,202007,Store and forward,All,0.00,DS,
District of Columbia,2020,202008,Live audio/video,All,95599.00,357,
District of Columbia,2020,202008,Other telehealth,All,0.00,0,
District of Columbia,2020,202008,Remote patient monitoring,All,20.00,0,
District of Columbia,2020,202008,Store and forward,All,0.00,DS,
District of Columbia,2020,202009,Live audio/video,All,104273.00,386.4,
District of Columbia,2020,202009,Other telehealth,All,0.00,DS,
District of Columbia,2020,202009,Remote patient monitoring,All,26.00,0,
District of Columbia,2020,202009,Store and forward,All,0.00,DS,
District of Columbia,2020,202010,Live audio/video,All,112007.00,412,
District of Columbia,2020,202010,Other telehealth,All,0.00,0,
District of Columbia,2020,202010,Remote patient monitoring,All,13.00,0,
District of Columbia,2020,202010,Store and forward,All,0.00,DS,
District of Columbia,2020,202011,Live audio/video,All,110822.00,404.9,
District of Columbia,2020,202011,Other telehealth,All,0.00,0,
District of Columbia,2020,202011,Remote patient monitoring,All,0.00,DS,
District of Columbia,2020,202011,Store and forward,All,0.00,DS,
District of Columbia,2020,202012,Live audio/video,All,123441.00,447.4,
District of Columbia,2020,202012,Other telehealth,All,0.00,0,
District of Columbia,2020,202012,Remote patient monitoring,All,15.00,0,
District of Columbia,2020,202012,Store and forward,All,0.00,DS,
District of Columbia,2021,202101,Live audio/video,All,121602.00,438.1,
District of Columbia,2021,202101,Other telehealth,All,0.00,0,
District of Columbia,2021,202101,Remote patient monitoring,All,28.00,0,
District of Columbia,2021,202101,Store and forward,All,0.00,DS,
District of Columbia,2021,202102,Live audio/video,All,123708.00,444.3,
District of Columbia,2021,202102,Other telehealth,All,0.00,DS,
District of Columbia,2021,202102,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202102,Store and forward,All,0.00,DS,
District of Columbia,2021,202103,Live audio/video,All,135008.00,482.7,
District of Columbia,2021,202103,Other telehealth,All,0.00,DS,
District of Columbia,2021,202103,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202103,Store and forward,All,0.00,DS,
District of Columbia,2021,202104,Live audio/video,All,121525.00,432.7,
District of Columbia,2021,202104,Other telehealth,All,0.00,0,
District of Columbia,2021,202104,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202104,Store and forward,All,0.00,DS,
District of Columbia,2021,202105,Live audio/video,All,117299.00,415.9,
District of Columbia,2021,202105,Other telehealth,All,0.00,0,
District of Columbia,2021,202105,Remote patient monitoring,All,13.00,0,
District of Columbia,2021,202105,Store and forward,All,0.00,DS,
District of Columbia,2021,202106,Live audio/video,All,112659.00,397.4,
District of Columbia,2021,202106,Other telehealth,All,0.00,0,
District of Columbia,2021,202106,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202106,Store and forward,All,0.00,DS,
District of Columbia,2021,202107,Live audio/video,All,104408.00,366.4,
District of Columbia,2021,202107,Other telehealth,All,0.00,0,
District of Columbia,2021,202107,Remote patient monitoring,All,14.00,0,
District of Columbia,2021,202107,Store and forward,All,0.00,DS,
District of Columbia,2021,202108,Live audio/video,All,104449.00,365,
District of Columbia,2021,202108,Other telehealth,All,0.00,0,
District of Columbia,2021,202108,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202108,Store and forward,All,0.00,DS,
District of Columbia,2021,202109,Live audio/video,All,104326.00,363,
District of Columbia,2021,202109,Other telehealth,All,0.00,0,
District of Columbia,2021,202109,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202109,Store and forward,All,0.00,DS,
District of Columbia,2021,202110,Live audio/video,All,108228.00,375.2,
District of Columbia,2021,202110,Other telehealth,All,0.00,DS,
District of Columbia,2021,202110,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202110,Store and forward,All,0.00,DS,
District of Columbia,2021,202111,Live audio/video,All,107942.00,372.9,
District of Columbia,2021,202111,Other telehealth,All,0.00,0,
District of Columbia,2021,202111,Remote patient monitoring,All,0.00,DS,
District of Columbia,2021,202111,Store and forward,All,0.00,DS,
District of Columbia,2021,202112,Live audio/video,All,110457.00,379.8,
District of Columbia,2021,202112,Other telehealth,All,0.00,DS,
District of Columbia,2021,202112,Remote patient monitoring,All,0.00,0,
District of Columbia,2021,202112,Store and forward,All,0.00,DS,
District of Columbia,2022,202201,Live audio/video,All,123874.00,423.2,
District of Columbia,2022,202201,Other telehealth,All,0.00,0,
District of Columbia,2022,202201,Remote patient monitoring,All,0.00,DS,
District of Columbia,2022,202201,Store and forward,All,0.00,DS,
District of Columbia,2022,202202,Live audio/video,All,110517.00,376.1,
District of Columbia,2022,202202,Other telehealth,All,0.00,DS,
District of Columbia,2022,202202,Remote patient monitoring,All,0.00,DS,
District of Columbia,2022,202202,Store and forward,All,0.00,DS,
District of Columbia,2022,202203,Live audio/video,All,125330.00,424.5,
District of Columbia,2022,202203,Other telehealth,All,0.00,0,
District of Columbia,2022,202203,Remote patient monitoring,All,11.00,0,
District of Columbia,2022,202203,Store and forward,All,13.00,0,
District of Columbia,2022,202204,Live audio/video,All,117311.00,395.7,
District of Columbia,2022,202204,Other telehealth,All,0.00,0,
District of Columbia,2022,202204,Remote patient monitoring,All,16.00,0,
District of Columbia,2022,202204,Store and forward,All,16.00,0,
District of Columbia,2022,202205,Live audio/video,All,120096.00,403.1,
District of Columbia,2022,202205,Other telehealth,All,0.00,DS,
District of Columbia,2022,202205,Remote patient monitoring,All,13.00,0,
District of Columbia,2022,202205,Store and forward,All,17.00,0,
District of Columbia,2022,202206,Live audio/video,All,121626.00,406.4,
District of Columbia,2022,202206,Other telehealth,All,0.00,DS,
District of Columbia,2022,202206,Remote patient monitoring,All,0.00,DS,
District of Columbia,2022,202206,Store and forward,All,23.00,0,
District of Columbia,2022,202207,Live audio/video,All,122570.00,408.1,
District of Columbia,2022,202207,Other telehealth,All,0.00,DS,
District of Columbia,2022,202207,Remote patient monitoring,All,0.00,0,
District of Columbia,2022,202207,Store and forward,All,25.00,0,
District of Columbia,2022,202208,Live audio/video,All,131123.00,434.4,
District of Columbia,2022,202208,Other telehealth,All,0.00,0,
District of Columbia,2022,202208,Remote patient monitoring,All,0.00,0,
District of Columbia,2022,202208,Store and forward,All,17.00,0,
District of Columbia,2022,202209,Live audio/video,All,127025.00,419.1,
District of Columbia,2022,202209,Other telehealth,All,0.00,0,
District of Columbia,2022,202209,Remote patient monitoring,All,0.00,0,
District of Columbia,2022,202209,Store and forward,All,14.00,0,
District of Columbia,2022,202210,Live audio/video,All,135174.00,444.5,
District of Columbia,2022,202210,Other telehealth,All,0.00,0,
District of Columbia,2022,202210,Remote patient monitoring,All,0.00,0,
District of Columbia,2022,202210,Store and forward,All,19.00,0,
District of Columbia,2022,202211,Live audio/video,All,134387.00,440.3,
District of Columbia,2022,202211,Other telehealth,All,0.00,0,
District of Columbia,2022,202211,Remote patient monitoring,All,0.00,0,
District of Columbia,2022,202211,Store and forward,All,13.00,0,
District of Columbia,2022,202212,Live audio/video,All,136020.00,443.6,
District of Columbia,2022,202212,Other telehealth,All,0.00,DS,
District of Columbia,2022,202212,Remote patient monitoring,All,0.00,DS,
District of Columbia,2022,202212,Store and forward,All,14.00,0,
Florida,2018,201801,Live audio/video,All,80.00,0,Unusable
Florida,2018,201801,Other telehealth,All,0.00,DS,Unusable
Florida,2018,201801,Remote patient monitoring,All,0.00,0,Unusable
Florida,2018,201801,Store and forward,All,0.00,0,Unusable
Florida,2018,201802,Live audio/video,All,67.00,0,Unusable
Florida,2018,201802,Other telehealth,All,0.00,0,Unusable
Florida,2018,201802,Remote patient monitoring,All,0.00,0,Unusable
Florida,2018,201802,Store and forward,All,0.00,0,Unusable
Florida,2018,201803,Live audio/video,All,68.00,0,
Florida,2018,201803,Other telehealth,All,0.00,0,
Florida,2018,201803,Remote patient monitoring,All,0.00,DS,
Florida,2018,201803,Store and forward,All,0.00,0,
Florida,2018,201804,Live audio/video,All,109.00,0,Unusable
Florida,2018,201804,Other telehealth,All,0.00,0,Unusable
Florida,2018,201804,Remote patient monitoring,All,0.00,0,Unusable
Florida,2018,201804,Store and forward,All,0.00,0,Unusable
Florida,2018,201805,Live audio/video,All,105.00,0,Unusable
Florida,2018,201805,Other telehealth,All,0.00,0,Unusable
Florida,2018,201805,Remote patient monitoring,All,0.00,0,Unusable
Florida,2018,201805,Store and forward,All,0.00,DS,Unusable
Florida,2018,201806,Live audio/video,All,106.00,0,Unusable
Florida,2018,201806,Other telehealth,All,0.00,0,Unusable
Florida,2018,201806,Remote patient monitoring,All,0.00,DS,Unusable
Florida,2018,201806,Store and forward,All,0.00,0,Unusable
Florida,2018,201807,Live audio/video,All,154.00,0,
Florida,2018,201807,Other telehealth,All,0.00,0,
Florida,2018,201807,Remote patient monitoring,All,0.00,0,
Florida,2018,201807,Store and forward,All,0.00,0,
Florida,2018,201808,Live audio/video,All,159.00,0,
Florida,2018,201808,Other telehealth,All,0.00,0,
Florida,2018,201808,Remote patient monitoring,All,0.00,0,
Florida,2018,201808,Store and forward,All,0.00,0,
Florida,2018,201809,Live audio/video,All,136.00,0,
Florida,2018,201809,Other telehealth,All,0.00,0,
Florida,2018,201809,Remote patient monitoring,All,0.00,DS,
Florida,2018,201809,Store and forward,All,0.00,0,
Florida,2018,201810,Live audio/video,All,145.00,0,
Florida,2018,201810,Other telehealth,All,0.00,DS,
Florida,2018,201810,Remote patient monitoring,All,0.00,DS,
Florida,2018,201810,Store and forward,All,0.00,0,
Florida,2018,201811,Live audio/video,All,169.00,0,
Florida,2018,201811,Other telehealth,All,0.00,0,
Florida,2018,201811,Remote patient monitoring,All,0.00,DS,
Florida,2018,201811,Store and forward,All,0.00,0,
Florida,2018,201812,Live audio/video,All,1513.00,0,
Florida,2018,201812,Other telehealth,All,0.00,DS,
Florida,2018,201812,Remote patient monitoring,All,0.00,DS,
Florida,2018,201812,Store and forward,All,17.00,0,
Florida,2019,201901,Live audio/video,All,4688.00,1,
Florida,2019,201901,Other telehealth,All,0.00,0,
Florida,2019,201901,Remote patient monitoring,All,12.00,0,
Florida,2019,201901,Store and forward,All,0.00,DS,
Florida,2019,201902,Live audio/video,All,5634.00,1.2,
Florida,2019,201902,Other telehealth,All,0.00,DS,
Florida,2019,201902,Remote patient monitoring,All,21.00,0,
Florida,2019,201902,Store and forward,All,14.00,0,
Florida,2019,201903,Live audio/video,All,6255.00,1.3,
Florida,2019,201903,Other telehealth,All,0.00,DS,
Florida,2019,201903,Remote patient monitoring,All,25.00,0,
Florida,2019,201903,Store and forward,All,13.00,0,
Florida,2019,201904,Live audio/video,All,6707.00,1.4,
Florida,2019,201904,Other telehealth,All,11.00,0,
Florida,2019,201904,Remote patient monitoring,All,133.00,0,
Florida,2019,201904,Store and forward,All,0.00,DS,
Florida,2019,201905,Live audio/video,All,7314.00,1.5,
Florida,2019,201905,Other telehealth,All,34.00,0,
Florida,2019,201905,Remote patient monitoring,All,148.00,0,
Florida,2019,201905,Store and forward,All,0.00,DS,
Florida,2019,201906,Live audio/video,All,7015.00,1.5,
Florida,2019,201906,Other telehealth,All,18.00,0,
Florida,2019,201906,Remote patient monitoring,All,88.00,0,
Florida,2019,201906,Store and forward,All,0.00,DS,
Florida,2019,201907,Live audio/video,All,8466.00,1.8,
Florida,2019,201907,Other telehealth,All,15.00,0,
Florida,2019,201907,Remote patient monitoring,All,158.00,0,
Florida,2019,201907,Store and forward,All,11.00,0,
Florida,2019,201908,Live audio/video,All,9077.00,1.9,
Florida,2019,201908,Other telehealth,All,16.00,0,
Florida,2019,201908,Remote patient monitoring,All,140.00,0,
Florida,2019,201908,Store and forward,All,12.00,0,
Florida,2019,201909,Live audio/video,All,10002.00,2.1,
Florida,2019,201909,Other telehealth,All,12.00,0,
Florida,2019,201909,Remote patient monitoring,All,172.00,0,
Florida,2019,201909,Store and forward,All,0.00,DS,
Florida,2019,201910,Live audio/video,All,11710.00,2.5,
Florida,2019,201910,Other telehealth,All,0.00,DS,
Florida,2019,201910,Remote patient monitoring,All,194.00,0,
Florida,2019,201910,Store and forward,All,0.00,DS,
Florida,2019,201911,Live audio/video,All,10840.00,2.3,
Florida,2019,201911,Other telehealth,All,0.00,DS,
Florida,2019,201911,Remote patient monitoring,All,184.00,0,
Florida,2019,201911,Store and forward,All,0.00,DS,
Florida,2019,201912,Live audio/video,All,10991.00,2.3,
Florida,2019,201912,Other telehealth,All,0.00,DS,
Florida,2019,201912,Remote patient monitoring,All,194.00,0,
Florida,2019,201912,Store and forward,All,13.00,0,
Florida,2020,202001,Live audio/video,All,12631.00,2.7,
Florida,2020,202001,Other telehealth,All,13.00,0,
Florida,2020,202001,Remote patient monitoring,All,187.00,0,
Florida,2020,202001,Store and forward,All,12.00,0,
Florida,2020,202002,Live audio/video,All,13280.00,2.8,
Florida,2020,202002,Other telehealth,All,15.00,0,
Florida,2020,202002,Remote patient monitoring,All,321.00,0,
Florida,2020,202002,Store and forward,All,18.00,0,
Florida,2020,202003,Live audio/video,All,121942.00,25.9,
Florida,2020,202003,Other telehealth,All,453.00,0,
Florida,2020,202003,Remote patient monitoring,All,291.00,0,
Florida,2020,202003,Store and forward,All,967.00,0,
Florida,2020,202004,Live audio/video,All,504716.00,106.2,
Florida,2020,202004,Other telehealth,All,3374.00,0.7,
Florida,2020,202004,Remote patient monitoring,All,324.00,0,
Florida,2020,202004,Store and forward,All,1650.00,0,
Florida,2020,202005,Live audio/video,All,473544.00,98.9,
Florida,2020,202005,Other telehealth,All,1659.00,0,
Florida,2020,202005,Remote patient monitoring,All,299.00,0,
Florida,2020,202005,Store and forward,All,746.00,0,
Florida,2020,202006,Live audio/video,All,438080.00,90.8,
Florida,2020,202006,Other telehealth,All,1153.00,0,
Florida,2020,202006,Remote patient monitoring,All,338.00,0,
Florida,2020,202006,Store and forward,All,651.00,0,
Florida,2020,202007,Live audio/video,All,486317.00,100.2,
Florida,2020,202007,Other telehealth,All,658.00,0,
Florida,2020,202007,Remote patient monitoring,All,355.00,0,
Florida,2020,202007,Store and forward,All,909.00,0,
Florida,2020,202008,Live audio/video,All,480729.00,98.4,
Florida,2020,202008,Other telehealth,All,512.00,0,
Florida,2020,202008,Remote patient monitoring,All,313.00,0,
Florida,2020,202008,Store and forward,All,838.00,0,
Florida,2020,202009,Live audio/video,All,487601.00,99.2,
Florida,2020,202009,Other telehealth,All,414.00,0,
Florida,2020,202009,Remote patient monitoring,All,293.00,0,
Florida,2020,202009,Store and forward,All,625.00,0,
Florida,2020,202010,Live audio/video,All,489002.00,98.9,
Florida,2020,202010,Other telehealth,All,414.00,0,
Florida,2020,202010,Remote patient monitoring,All,391.00,0,
Florida,2020,202010,Store and forward,All,623.00,0,
Florida,2020,202011,Live audio/video,All,454986.00,91.4,
Florida,2020,202011,Other telehealth,All,331.00,0,
Florida,2020,202011,Remote patient monitoring,All,362.00,0,
Florida,2020,202011,Store and forward,All,831.00,0,
Florida,2020,202012,Live audio/video,All,463438.00,92.5,
Florida,2020,202012,Other telehealth,All,399.00,0,
Florida,2020,202012,Remote patient monitoring,All,444.00,0,
Florida,2020,202012,Store and forward,All,966.00,0,
Florida,2021,202101,Live audio/video,All,438140.00,86.9,
Florida,2021,202101,Other telehealth,All,325.00,0,
Florida,2021,202101,Remote patient monitoring,All,425.00,0,
Florida,2021,202101,Store and forward,All,747.00,0,
Florida,2021,202102,Live audio/video,All,434213.00,85.7,
Florida,2021,202102,Other telehealth,All,335.00,0,
Florida,2021,202102,Remote patient monitoring,All,355.00,0,
Florida,2021,202102,Store and forward,All,797.00,0,
Florida,2021,202103,Live audio/video,All,476255.00,93.3,
Florida,2021,202103,Other telehealth,All,212.00,0,
Florida,2021,202103,Remote patient monitoring,All,386.00,0,
Florida,2021,202103,Store and forward,All,907.00,0,
Florida,2021,202104,Live audio/video,All,439937.00,85.8,
Florida,2021,202104,Other telehealth,All,227.00,0,
Florida,2021,202104,Remote patient monitoring,All,385.00,0,
Florida,2021,202104,Store and forward,All,807.00,0,
Florida,2021,202105,Live audio/video,All,388461.00,75.3,
Florida,2021,202105,Other telehealth,All,136.00,0,
Florida,2021,202105,Remote patient monitoring,All,415.00,0,
Florida,2021,202105,Store and forward,All,645.00,0,
Florida,2021,202106,Live audio/video,All,387972.00,74.8,
Florida,2021,202106,Other telehealth,All,106.00,0,
Florida,2021,202106,Remote patient monitoring,All,434.00,0,
Florida,2021,202106,Store and forward,All,685.00,0,
Florida,2021,202107,Live audio/video,All,312449.00,59.9,
Florida,2021,202107,Other telehealth,All,68.00,0,
Florida,2021,202107,Remote patient monitoring,All,460.00,0,
Florida,2021,202107,Store and forward,All,606.00,0,
Florida,2021,202108,Live audio/video,All,339068.00,64.9,
Florida,2021,202108,Other telehealth,All,93.00,0,
Florida,2021,202108,Remote patient monitoring,All,503.00,0,
Florida,2021,202108,Store and forward,All,801.00,0,
Florida,2021,202109,Live audio/video,All,322681.00,61.4,
Florida,2021,202109,Other telehealth,All,87.00,0,
Florida,2021,202109,Remote patient monitoring,All,454.00,0,
Florida,2021,202109,Store and forward,All,843.00,0,
Florida,2021,202110,Live audio/video,All,300930.00,57,
Florida,2021,202110,Other telehealth,All,70.00,0,
Florida,2021,202110,Remote patient monitoring,All,394.00,0,
Florida,2021,202110,Store and forward,All,377.00,0,
Florida,2021,202111,Live audio/video,All,292809.00,55.2,
Florida,2021,202111,Other telehealth,All,58.00,0,
Florida,2021,202111,Remote patient monitoring,All,400.00,0,
Florida,2021,202111,Store and forward,All,304.00,0,
Florida,2021,202112,Live audio/video,All,287377.00,53.9,
Florida,2021,202112,Other telehealth,All,87.00,0,
Florida,2021,202112,Remote patient monitoring,All,398.00,0,
Florida,2021,202112,Store and forward,All,364.00,0,
Florida,2022,202201,Live audio/video,All,335029.00,62,
Florida,2022,202201,Other telehealth,All,94.00,0,
Florida,2022,202201,Remote patient monitoring,All,435.00,0,
Florida,2022,202201,Store and forward,All,557.00,0,
Florida,2022,202202,Live audio/video,All,286133.00,52.7,
Florida,2022,202202,Other telehealth,All,66.00,0,
Florida,2022,202202,Remote patient monitoring,All,398.00,0,
Florida,2022,202202,Store and forward,All,361.00,0,
Florida,2022,202203,Live audio/video,All,285992.00,52.3,
Florida,2022,202203,Other telehealth,All,54.00,0,
Florida,2022,202203,Remote patient monitoring,All,381.00,0,
Florida,2022,202203,Store and forward,All,123.00,0,
Florida,2022,202204,Live audio/video,All,257045.00,46.7,
Florida,2022,202204,Other telehealth,All,63.00,0,
Florida,2022,202204,Remote patient monitoring,All,370.00,0,
Florida,2022,202204,Store and forward,All,114.00,0,
Florida,2022,202205,Live audio/video,All,269976.00,48.7,
Florida,2022,202205,Other telehealth,All,70.00,0,
Florida,2022,202205,Remote patient monitoring,All,464.00,0,
Florida,2022,202205,Store and forward,All,140.00,0,
Florida,2022,202206,Live audio/video,All,280324.00,50.2,
Florida,2022,202206,Other telehealth,All,83.00,0,
Florida,2022,202206,Remote patient monitoring,All,460.00,0,
Florida,2022,202206,Store and forward,All,105.00,0,
Florida,2022,202207,Live audio/video,All,211963.00,37.7,
Florida,2022,202207,Other telehealth,All,76.00,0,
Florida,2022,202207,Remote patient monitoring,All,468.00,0,
Florida,2022,202207,Store and forward,All,81.00,0,
Florida,2022,202208,Live audio/video,All,233494.00,41.2,
Florida,2022,202208,Other telehealth,All,108.00,0,
Florida,2022,202208,Remote patient monitoring,All,451.00,0,
Florida,2022,202208,Store and forward,All,139.00,0,
Florida,2022,202209,Live audio/video,All,234676.00,41.2,
Florida,2022,202209,Other telehealth,All,88.00,0,
Florida,2022,202209,Remote patient monitoring,All,411.00,0,
Florida,2022,202209,Store and forward,All,86.00,0,
Florida,2022,202210,Live audio/video,All,250600.00,43.6,
Florida,2022,202210,Other telehealth,All,54.00,0,
Florida,2022,202210,Remote patient monitoring,All,422.00,0,
Florida,2022,202210,Store and forward,All,99.00,0,
Florida,2022,202211,Live audio/video,All,261048.00,45.1,
Florida,2022,202211,Other telehealth,All,40.00,0,
Florida,2022,202211,Remote patient monitoring,All,438.00,0,
Florida,2022,202211,Store and forward,All,163.00,0,
Florida,2022,202212,Live audio/video,All,256846.00,44,
Florida,2022,202212,Other telehealth,All,41.00,0,
Florida,2022,202212,Remote patient monitoring,All,482.00,0,
Florida,2022,202212,Store and forward,All,81.00,0,
Georgia,2018,201801,Live audio/video,All,5492.00,2.5,
Georgia,2018,201801,Other telehealth,All,273.00,0,
Georgia,2018,201801,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201801,Store and forward,All,0.00,DS,
Georgia,2018,201802,Live audio/video,All,5331.00,2.5,
Georgia,2018,201802,Other telehealth,All,259.00,0,
Georgia,2018,201802,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201802,Store and forward,All,0.00,DS,
Georgia,2018,201803,Live audio/video,All,5828.00,2.7,
Georgia,2018,201803,Other telehealth,All,253.00,0,
Georgia,2018,201803,Remote patient monitoring,All,0.00,0,
Georgia,2018,201803,Store and forward,All,0.00,DS,
Georgia,2018,201804,Live audio/video,All,5622.00,2.6,
Georgia,2018,201804,Other telehealth,All,298.00,0,
Georgia,2018,201804,Remote patient monitoring,All,0.00,0,
Georgia,2018,201804,Store and forward,All,0.00,DS,
Georgia,2018,201805,Live audio/video,All,6068.00,2.8,
Georgia,2018,201805,Other telehealth,All,303.00,0,
Georgia,2018,201805,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201805,Store and forward,All,0.00,DS,
Georgia,2018,201806,Live audio/video,All,5431.00,2.5,
Georgia,2018,201806,Other telehealth,All,273.00,0,
Georgia,2018,201806,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201806,Store and forward,All,0.00,DS,
Georgia,2018,201807,Live audio/video,All,5369.00,2.5,
Georgia,2018,201807,Other telehealth,All,273.00,0,
Georgia,2018,201807,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201807,Store and forward,All,0.00,0,
Georgia,2018,201808,Live audio/video,All,6505.00,3,
Georgia,2018,201808,Other telehealth,All,289.00,0,
Georgia,2018,201808,Remote patient monitoring,All,0.00,0,
Georgia,2018,201808,Store and forward,All,0.00,0,
Georgia,2018,201809,Live audio/video,All,5707.00,2.7,
Georgia,2018,201809,Other telehealth,All,299.00,0,
Georgia,2018,201809,Remote patient monitoring,All,0.00,0,
Georgia,2018,201809,Store and forward,All,0.00,DS,
Georgia,2018,201810,Live audio/video,All,6127.00,2.8,
Georgia,2018,201810,Other telehealth,All,274.00,0,
Georgia,2018,201810,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201810,Store and forward,All,0.00,0,
Georgia,2018,201811,Live audio/video,All,5926.00,2.7,
Georgia,2018,201811,Other telehealth,All,264.00,0,
Georgia,2018,201811,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201811,Store and forward,All,0.00,DS,
Georgia,2018,201812,Live audio/video,All,5262.00,2.4,
Georgia,2018,201812,Other telehealth,All,211.00,0,
Georgia,2018,201812,Remote patient monitoring,All,0.00,DS,
Georgia,2018,201812,Store and forward,All,0.00,0,
Georgia,2019,201901,Live audio/video,All,6820.00,3.1,
Georgia,2019,201901,Other telehealth,All,289.00,0,
Georgia,2019,201901,Remote patient monitoring,All,0.00,DS,
Georgia,2019,201901,Store and forward,All,0.00,0,
Georgia,2019,201902,Live audio/video,All,5987.00,2.7,
Georgia,2019,201902,Other telehealth,All,251.00,0,
Georgia,2019,201902,Remote patient monitoring,All,0.00,DS,
